,open,high,low,close,volume,date,ëŒêîç∑é˚âvó¶,ç∑ï™,ïœâªó¶,åoâﬂì˙êî
1,59.82500076293945,59.9379997253418,58.63150024414063,58.89599990844727,33030000,2019-10-02,-0.02355891599856008,-1.4039993286132741,-0.02328357125003697,1
2,59.16699981689453,59.54999923706055,58.15700149536133,59.47150039672852,28368000,2019-10-03,0.009724037790542539,0.57550048828125,0.009771469865115708,2
3,59.714500427246094,60.62300109863281,59.54850006103516,60.54800033569336,24282000,2019-10-04,0.017939231571843628,1.0764999389648366,0.018101106106010637,3
4,60.34999847412109,60.945499420166016,60.21799850463867,60.41249847412109,17040000,2019-10-07,-0.0022404325310372286,-0.13550186157227273,-0.002237924635347432,4
5,59.9384994506836,60.34349822998047,59.4739990234375,59.50650024414063,20086000,2019-10-08,-0.015110457528372478,-0.9059982299804545,-0.014996867417568522,5
6,60.06650161743164,60.42300033569336,59.90599822998047,60.119998931884766,15948000,2019-10-09,0.010256992733225445,0.6134986877441335,0.010309775994674503,6
7,59.93000030517578,60.78099822998047,59.89300155639648,60.4734992980957,12842000,2019-10-10,0.005862693825414489,0.3535003662109375,0.005879913048758519,7
8,61.20149993896485,61.4375,60.68199920654297,60.78549957275391,22330000,2019-10-11,0.005146025714956259,0.31200027465821023,0.005159289247017909,8
9,60.69449996948242,61.29399871826172,60.59400177001953,60.88850021362305,13296000,2019-10-14,0.0016930595797592929,0.10300064086913352,0.0016944936143175476,9
10,61.07500076293945,62.35649871826172,61.04600143432617,62.11199951171875,27584000,2019-10-15,0.01989487288678049,1.2234992980957031,0.020094094842263176,10
11,62.09049987792969,62.70949935913086,61.92649841308594,62.150001525878906,22986000,2019-10-16,0.0006116433829745915,0.03800201416015625,0.0006118304749307959,11
12,62.56999969482422,63.1875,62.493499755859375,62.63999938964844,20958000,2019-10-17,0.007853199430477353,0.48999786376953125,0.00788411668124415,12
13,62.734500885009766,62.90549850463867,62.00699996948242,62.22050094604492,31624000,2019-10-18,-0.006719499295546605,-0.4194984436035156,-0.006696973941427588,13
